Date,ARNC
2012-09-13,20.429361266625
2012-09-14,20.874861356552
2012-09-17,20.323289816643
2012-09-18,20.132361206674
2012-09-19,20.089932626681
2012-09-20,19.623218246758
2012-09-21,19.3686467668
2012-09-24,19.220146736825
2012-09-25,18.753432356902
2012-09-26,18.859503806884
2012-09-27,19.061039561851
2012-09-28,18.785253791897
2012-10-01,18.901932386877
2012-10-02,18.774646646898
2012-10-03,18.626146616923
2012-10-04,19.241361026821
2012-10-05,19.283789606814
2012-10-08,19.347432476804
2012-10-09,19.3686467668
2012-10-10,18.477646586948
2012-10-11,18.604932326927
2012-10-12,18.435218006955
2012-10-15,18.668575196916
2012-10-16,18.965575256867
2012-10-17,19.474718216783
2012-10-18,19.538361086772
2012-10-19,19.114075286842
2012-10-22,19.305003896811
2012-10-23,18.626146616923
2012-10-24,18.456432296951
2012-10-25,18.520075166941
2012-10-26,18.350360846969
2012-10-31,18.244289396986
2012-11-01,18.62748333998
2012-11-02,18.414810701618
2012-11-05,18.32944360654
2012-11-06,18.606194787591
2012-11-07,18.052692425489
2012-11-08,17.861095453992
2012-11-09,17.946249663546
2012-11-12,17.946249663546
2012-11-13,17.690787034884
2012-11-14,17.30759309189
2012-11-15,17.137284672782
2012-11-16,17.414035853833
2012-11-19,17.754652692049
2012-11-20,17.563055720553
2012-11-21,17.60563282533
2012-11-23,17.775941244438
2012-11-26,17.68014275869
2012-11-27,17.626921377718
2012-11-28,17.882384006381
2012-11-29,17.882384006381
2012-11-30,17.903672558769
2012-12-03,17.903672558769
2012-12-04,17.924961111158
2012-12-05,18.244289396986
2012-12-06,18.244289396986
2012-12-07,18.095269530266
2012-12-10,18.244289396986
2012-12-11,18.47846347326
2012-12-12,18.414597816094
2012-12-13,18.286866501763
2012-12-14,18.606194787591
2012-12-17,18.62748333998
2012-12-18,18.968100178197
2012-12-19,18.393309263706
2012-12-20,18.521040578037
2012-12-21,18.244289396986
2012-12-24,18.350732158929
2012-12-26,18.584906235203
2012-12-27,18.350732158929
2012-12-28,18.095269530266
2012-12-31,18.47846347326
2013-01-02,19.138408597305
2013-01-03,19.308717016414
2013-01-04,19.713199511796
2013-01-07,19.372582673579
2013-01-08,19.372582673579
2013-01-09,19.330005568802
2013-01-10,19.095831492528
2013-01-11,19.031965835362
2013-01-14,18.989388730585
2013-01-15,18.989388730585
2013-01-16,18.904234521031
2013-01-17,19.031965835362
2013-01-18,19.159697149694
2013-01-22,19.585468197465
2013-01-23,19.479025435522
2013-01-24,19.244851359248
2013-01-25,19.223562806859
2013-01-28,18.946811625808
2013-01-29,18.904234521031
2013-01-30,18.733926101923
2013-01-31,18.819080311477
2013-02-01,19.159697149694
2013-02-04,18.861657416254
2013-02-05,19.031965835362
2013-02-06,19.138408597305
2013-02-07,19.010249611162
2013-02-08,19.095688935258
2013-02-11,18.946170118091
2013-02-12,19.287927414472
2013-02-13,19.437446231638
2013-02-14,19.84328302109
2013-02-15,19.907362514161
2013-02-19,19.352006907543
2013-02-20,18.71121197683
2013-02-21,18.497613666592
2013-02-22,18.454894004544
2013-02-25,17.984977722021
2013-02-26,17.963617890997
2013-02-27,18.241295694306
2013-02-28,18.198576032259
2013-03-01,18.027697384069
2013-03-04,17.835458904855
2013-03-05,17.835458904855
2013-03-06,18.305375187378
2013-03-07,18.454894004544
2013-03-08,18.390814511473
2013-03-11,18.518973497616
2013-03-12,18.412174342497
2013-03-13,18.241295694306
2013-03-14,18.26265552533
2013-03-15,18.43353417352
2013-03-18,18.284015356354
2013-03-19,18.113136708164
2013-03-20,18.241295694306
2013-03-21,18.049057215092
2013-03-22,18.049057215092
2013-03-25,17.984977722021
2013-03-26,17.984977722021
2013-03-27,18.134496539188
2013-03-28,18.198576032259
2013-04-01,17.92089822895
2013-04-02,17.728659749736
2013-04-03,17.664580256664
2013-04-04,17.557781101546
2013-04-05,17.600500763593
2013-04-08,17.92089822895
2013-04-09,17.92089822895
2013-04-10,17.75001958076
2013-04-11,17.771379411783
2013-04-12,17.557781101546
2013-04-15,17.173304143118
2013-04-16,17.30146312926
