Date,AFL
2015-10-09,57.88519139954
2015-10-12,57.951879408065
2015-10-13,57.647019940523
2015-10-14,56.91345184675
2015-10-15,58.01856741659
2015-10-16,58.43774918446
2015-10-19,58.142416575279
2015-10-20,58.380588034296
2015-10-21,58.43774918446
2015-10-22,59.276112720201
2015-10-23,60.447916298565
2015-10-26,60.505077448729
2015-10-27,60.162110547745
2015-10-28,60.952839791682
2015-10-29,61.372021559552
2015-10-30,60.733722049386
2015-11-02,61.457763284798
2015-11-03,61.010000941846
2015-11-04,61.133850100535
2015-11-05,61.133850100535
2015-11-06,61.276752975945
2015-11-09,60.552711740533
2015-11-10,61.267226117584
2015-11-11,61.324387267749
2015-11-12,60.324067139876
2015-11-13,60.228798556269
2015-11-16,61.048108375289
2015-11-17,60.885108871224
2015-11-18,62.24663414047
2015-11-19,62.678103415936
2015-11-20,62.956161393458
2015-11-23,62.7068680343
2015-11-24,62.697279828178
2015-11-25,62.419221850656
2015-11-27,62.610985973085
2015-11-30,62.553456736357
2015-12-01,63.272572195466
2015-12-02,62.889043950607
2015-12-03,60.501580626366
2015-12-04,60.904285283467
2015-12-07,60.213934442722
2015-12-08,59.561936426463
2015-12-09,58.737350700019
2015-12-10,58.574351195954
2015-12-11,57.251178751193
2015-12-14,57.088179247129
2015-12-15,58.411351691889
2015-12-16,59.159231769362
2015-12-17,57.893588561331
2015-12-18,55.889653481947
2015-12-21,56.071829398255
2015-12-22,56.838885887971
2015-12-23,57.836059324602
2015-12-24,57.701824438902
2015-12-28,57.903176767452
2015-12-29,58.430528104132
2015-12-30,58.027823447031
2015-12-31,57.433354667501
2016-01-04,56.743003826756
2016-01-05,56.666298177785
2016-01-06,55.803359626854
2016-01-07,54.85412722083
2016-01-08,54.374716914758
2016-01-11,54.729480541251
2016-01-12,55.419831381996
2016-01-13,54.566481037187
2016-01-14,54.959597488166
2016-01-15,54.278834853543
2016-01-19,54.163776380086
2016-01-20,53.262485004669
2016-01-21,53.521366569948
2016-01-22,54.911656457559
2016-01-25,54.221305616814
2016-01-26,55.151361610595
2016-01-27,55.084244167745
2016-01-28,55.90882989419
2016-01-29,55.573242679939
2016-02-01,54.182952792329
2016-02-02,54.92124466368
2016-02-03,54.959597488166
2016-02-04,55.630771916668
2016-02-05,55.812947832975
2016-02-08,55.611595504425
2016-02-09,55.544478061575
2016-02-10,55.122596992231
2016-02-11,53.703542486256
2016-02-12,55.355216185024
2016-02-16,56.147246847591
2016-02-17,57.055184436387
2016-02-18,57.142114631059
2016-02-19,57.296657199365
2016-02-22,57.663695799091
2016-02-23,57.344951751961
2016-02-24,57.596083425458
2016-02-25,58.272207161795
2016-02-26,58.11766459349
2016-02-29,57.489835409747
2016-03-01,58.986966540209
2016-03-02,59.315369497859
2016-03-03,58.900036345537
2016-03-04,58.948330898133
2016-03-07,58.484703193216
2016-03-08,58.011416577779
2016-03-09,58.368796266986
2016-03-10,58.310842803872
2016-03-11,60.146035802503
2016-03-14,59.547183350318
2016-03-15,59.450594245127
2016-03-16,60.329555102366
2016-03-17,61.227833780643
2016-03-18,61.353399617392
2016-03-21,61.121585764933
2016-03-22,61.179539228048
2016-03-23,61.237492691162
2016-03-24,60.561368954825
2016-03-28,61.005678838704
2016-03-29,61.024996659742
2016-03-30,61.556236738293
2016-03-31,60.986361017665
2016-04-01,61.932934248538
2016-04-04,61.421011991025
2016-04-05,61.546577827774
2016-04-06,61.488624364659
2016-04-07,60.851136270398
2016-04-08,61.730097127637
2016-04-11,61.855662964385
2016-04-12,63.294840631733
2016-04-13,64.183460399491
2016-04-14,64.685723746485
2016-04-15,64.598793551813
2016-04-18,64.917537598943
2016-04-19,65.255599467112
2016-04-20,65.728886082549
2016-04-21,65.101056898807
2016-04-22,65.6033202458
2016-04-25,65.555025693205
2016-04-26,65.680591529953
2016-04-27,66.955567718476
2016-04-28,66.656141492383
2016-04-29,66.617505850307
2016-05-02,66.772048418613
2016-05-03,66.617505850307
2016-05-04,66.095924682275
2016-05-05,66.318079624215
2016-05-06,66.501598924078
2016-05-09,66.298761803176
2016-05-10,66.820342971208
2016-05-11,66.414668729406
2016-05-12,66.878296434323
2016-05-13,66.520916745116
2016-05-16,67.061815734186
2016-05-17,66.498271064151
2016-05-18,67.042383159357
2016-05-19,66.653731662781
2016-05-20,66.780043399169
2016-05-23,66.556568788637
2016-05-24,67.576778967149
2016-05-25,67.868267589581
2016-05-26,67.217276332816
2016-05-27,67.586495254564
2016-05-31,67.48933238042
2016-06-01,67.440750943348
2016-06-02,67.605927829392
2016-06-03,67.15897860833
2016-06-06,67.382453218861
2016-06-07,67.343588069204
2016-06-08,67.916849026653
2016-06-09,67.722523278365
2016-06-10,66.993801722285
2016-06-13,66.43025705225
2016-06-14,66.371959327764
2016-06-15,66.226215016548
2016-06-16,66.857773698484
2016-06-17,66.838341123655
2016-06-20,67.80025357768
2016-06-21,68.548407708589
2016-06-22,68.830180043607
2016-06-23,69.733794773146
2016-06-24,67.295006632132
2016-06-27,65.419763161153
2016-06-28,66.896638848141
2016-06-29,68.091742200112
2016-06-30,70.112729982308
2016-07-01,70.443083754397
2016-07-05,69.471455012957
2016-07-06,70.16131141938
2016-07-07,69.393724713642
2016-07-08,70.433367466983
2016-07-11,70.598544353028
2016-07-12,71.123223873405
2016-07-13,71.20095417272
2016-07-14,71.609038244125
2016-07-15,71.278684472036
2016-07-18,71.13294016082
2016-07-19,71.13294016082
2016-07-20,71.366131058765
2016-07-21,71.249535609792
2016-07-22,71.404996208423
2016-07-25,71.171805310477
2016-07-26,71.599321956711
2016-07-27,71.278684472036
2016-07-28,71.239819322378
2016-07-29,70.22932543128
2016-08-01,69.549185312272
2016-08-02,69.58805046193
2016-08-03,69.928120521434
2016-08-04,69.91840423402
2016-08-05,70.996912137018
2016-08-08,71.006628424432
2016-08-09,71.035777286676
2016-08-10,71.094075011162
2016-08-11,70.996912137018
