Date,LNT
2013-12-18,22.64294162666
2013-12-19,22.385288096096
2013-12-20,22.608005554719
2013-12-23,22.525032383859
2013-12-24,22.599271536734
2013-12-26,22.468261266955
2013-12-27,22.54250041983
2013-12-30,22.533766401845
2013-12-31,22.533766401845
2014-01-02,22.175671664451
2014-01-03,22.136368583517
2014-01-06,22.049028403665
2014-01-07,22.25864483531
2014-01-08,22.180038673443
2014-01-09,22.402756132066
2014-01-10,22.651675644645
2014-01-13,22.424591177029
2014-01-14,22.490096311918
2014-01-15,22.389655105089
2014-01-16,22.463894257963
2014-01-17,22.398389123074
2014-01-21,22.673510689608
2014-01-22,22.616739572704
2014-01-23,22.573069482778
2014-01-24,22.162570637473
2014-01-27,22.263011844303
2014-01-28,22.337250997177
2014-01-29,22.394022114081
2014-01-30,22.826288052072
2014-01-31,22.918916467356
2014-02-03,22.47341789861
2014-02-04,22.508704913956
2014-02-05,22.31903720647
2014-02-06,22.4469526371
2014-02-07,22.623387713831
2014-02-10,22.777768405971
2014-02-11,23.183569082452
2014-02-12,23.218856097799
2014-02-13,23.439399943712
2014-02-14,23.673176420381
2014-02-18,23.756983081828
2014-02-19,23.47027608214
2014-02-20,23.686409051136
2014-02-21,23.708463435727
2014-02-24,23.602602389688
2014-02-25,23.7261069434
2014-02-26,23.717285189564
2014-02-27,23.668765543463
2014-02-28,23.924596404723
2014-03-03,23.602602389688
2014-03-04,23.946650789314
2014-03-05,23.712874312645
2014-03-06,23.549671866669
2014-03-07,23.69964168189
2014-03-10,23.677587297299
2014-03-11,23.514384851323
2014-03-12,23.893720266295
2014-03-13,24.127496742963
2014-03-14,24.127496742963
2014-03-17,24.33921883504
2014-03-18,24.370094973468
2014-03-19,23.929007281641
2014-03-20,23.783448343338
2014-03-21,23.977526927742
2014-03-24,24.039279204598
2014-03-25,24.202481650574
2014-03-26,24.555351804036
2014-03-27,24.572995311709
2014-03-28,24.661212850074
2014-03-31,25.058191772719
2014-04-01,24.947919849762
2014-04-02,25.014083003536
