Date,ALL
2015-03-02,67.752162322315
2015-03-03,67.284445225416
2015-03-04,66.339465784741
2015-03-05,66.396737265994
2015-03-06,65.995836897223
2015-03-09,66.425373006621
2015-03-10,65.27994338156
2015-03-11,65.948110662845
2015-03-12,67.198538003536
2015-03-13,66.396737265994
2015-03-16,67.284445225416
2015-03-17,66.797637634765
2015-03-18,67.408533434797
2015-03-19,67.389442941046
2015-03-20,68.21033417234
2015-03-23,68.620779787986
2015-03-24,68.095791209834
2015-03-25,67.341716706669
2015-03-26,67.007633066026
2015-03-27,66.864454362894
2015-03-30,67.723526581689
2015-03-31,67.93352201295
2015-04-01,68.048064975456
2015-04-02,68.200788925464
2015-04-06,68.840320466123
2015-04-07,68.219879419215
2015-04-08,68.324877134846
2015-04-09,68.630325034862
2015-04-10,68.754413244243
2015-04-13,68.706687009866
2015-04-14,68.248515159842
2015-04-15,68.668506022364
2015-04-16,68.763958491119
2015-04-17,67.647164606685
2015-04-20,68.105336456709
2015-04-21,67.599438372307
2015-04-22,67.65670985356
2015-04-23,67.589893125432
2015-04-24,67.723526581689
2015-04-27,67.112630781657
2015-04-28,67.475350162926
2015-04-29,67.055359300404
2015-04-30,66.492189734749
2015-05-01,66.769001894139
2015-05-04,66.644913684757
2015-05-05,66.816728128516
2015-05-06,64.249056719006
2015-05-07,64.640411840902
2015-05-08,64.210875731504
2015-05-11,63.829065856484
2015-05-12,63.867246843986
2015-05-13,63.94360881899
2015-05-14,64.564049865898
2015-05-15,64.525868878396
2015-05-18,64.993585975295
2015-05-19,65.623572269078
2015-05-20,65.604481775327
2015-05-21,65.003131222171
2015-05-22,64.525868878396
2015-05-26,64.315873447135
2015-05-27,64.821771531536
2015-05-28,65.003935953826
2015-05-29,64.543731097515
2015-06-01,64.16022705059
2015-06-02,64.361566675226
2015-06-03,64.927235144441
2015-06-04,64.284865865841
2015-06-05,63.738372598972
2015-06-08,63.105590921546
2015-06-09,63.000127308641
2015-06-10,64.150639449417
2015-06-11,64.706720317459
2015-06-12,64.591669103381
2015-06-15,63.920537021262
2015-06-16,64.553318698689
2015-06-17,64.409504681092
2015-06-18,65.531254018348
2015-06-19,63.709609795453
2015-06-22,63.54662057551
2015-06-23,63.623321384895
2015-06-24,63.230229736797
2015-06-25,62.348170428868
2015-06-26,63.115178522719
2015-06-29,62.012604387809
2015-06-30,62.194768810098
2015-07-01,62.789200082833
2015-07-02,62.309820024176
2015-07-06,62.13724320306
2015-07-07,63.028890112161
2015-07-08,62.242706815964
2015-07-09,62.712499273447
2015-07-10,63.460332164952
2015-07-13,64.476617889303
2015-07-14,64.80259632919
2015-07-15,65.253213584327
2015-07-16,65.176512774942
2015-07-17,64.80259632919
2015-07-20,64.917647543268
2015-07-21,64.908059942094
2015-07-22,65.550429220694
2015-07-23,65.540841619521
2015-07-24,65.502491214828
2015-07-27,65.579192024214
2015-07-28,65.75176884533
2015-07-29,66.192798499294
2015-07-30,66.307849713371
2015-07-31,66.106510088736
2015-08-03,66.51877693918
2015-08-04,59.769105713296
2015-08-05,59.922507332066
2015-08-06,59.414364469891
2015-08-07,59.960857736759
2015-08-10,60.497763402454
2015-08-11,60.85250464586
2015-08-12,60.986731062284
2015-08-13,60.871679848206
2015-08-14,61.226421091612
2015-08-17,61.216833490439
2015-08-18,60.948380657591
2015-08-19,61.03466906815
2015-08-20,60.114259355529
2015-08-21,58.724057185425
2015-08-24,55.98200324991
2015-08-25,54.639739085671
2015-08-26,55.03283073377
2015-08-27,56.605197326163
2015-08-28,56.499195083979
2015-08-31,56.161915222485
2015-09-01,55.063346530762
2015-09-02,55.824635360991
2015-09-03,55.872818198348
2015-09-04,54.96698085605
2015-09-08,56.084822682715
2015-09-09,55.265714447659
2015-09-10,55.574084606739
2015-09-11,56.027003277888
2015-09-14,56.1233689526
2015-09-15,56.836474945473
2015-09-16,57.048479429841
2015-09-17,56.846111512945
2015-09-18,55.477718932026
2015-09-21,56.431739111681
2015-09-22,55.988457008003
2015-09-23,56.383556274324
2015-09-24,56.460648814094
2015-09-25,56.846111512945
2015-09-28,55.641540579038
2015-09-29,56.239007762255
2015-09-30,56.1233689526
2015-10-01,55.863181630876
2015-10-02,57.000296592485
2015-10-05,57.723039152829
2015-10-06,57.703766017887
2015-10-07,57.857951097427
2015-10-08,58.898700384322
2015-10-09,58.243413796277
2015-10-12,58.696332467426
2015-10-13,58.436145145702
2015-10-14,57.684492882944
2015-10-15,59.351619055471
2015-10-16,58.975792924092
2015-10-19,59.351619055471
2015-10-20,59.207070543403
2015-10-21,58.445781713173
2015-10-22,59.313072785586
2015-10-23,59.438348162713
2015-10-26,59.57326010731
2015-10-27,58.098865284208
2015-10-28,60.045451913402
2015-10-29,60.508007152022
2015-10-30,59.631079512138
2015-11-02,59.553986972368
2015-11-03,60.864560148459
2015-11-04,60.604372826735
2015-11-05,61.240386279838
2015-11-06,61.741487788343
2015-11-09,61.211476577424
2015-11-10,61.018745227999
2015-11-11,60.826013878574
2015-11-12,60.276729532712
2015-11-13,60.141817588115
2015-11-16,60.826013878574
2015-11-17,60.430914612252
2015-11-18,61.192203442482
2015-11-19,61.066928065355
2015-11-20,61.038018362941
2015-11-23,60.816377311103
2015-11-24,60.652555664091
2015-11-25,60.450187747195
2015-11-27,60.84718561643
2015-11-30,60.769722617555
2015-12-01,61.48625535715
2015-12-02,60.895599990727
2015-12-03,60.779405492414
2015-12-04,62.44485996823
2015-12-07,62.348031219636
2015-12-08,61.834838852088
2015-12-09,60.905282865586
2015-12-10,60.498602121492
2015-12-11,59.520631760693
2015-12-14,59.443168761818
2015-12-15,60.711625368398
2015-12-16,61.370060858837
2015-12-17,60.392090498038
2015-12-18,59.385071512661
2015-12-21,59.356022888083
2015-12-22,60.517967871211
2015-12-23,60.895599990727
2015-12-24,61.137671862212
2015-12-28,60.653528119242
2015-12-29,61.186086236509
2015-12-30,60.818136991852
2015-12-31,60.120970001975
2016-01-04,58.746001771941
2016-01-05,58.61044152391
2016-01-06,57.952006033471
2016-01-07,56.586720678297
2016-01-08,56.383380306249
2016-01-11,56.180039934202
2016-01-12,56.790061050344
2016-01-13,56.073528310749
2016-01-14,56.567354928578
2016-01-15,56.286551557655
2016-01-19,56.586720678297
2016-01-20,56.150991309624
2016-01-21,56.305917307374
2016-01-22,56.673866552031
2016-01-25,55.870187938702
2016-01-26,56.334965931952
2016-01-27,56.557672053718
2016-01-28,57.341984917329
