Date,AEP
2015-01-12,55.276605517766
2015-01-13,55.554963992596
2015-01-14,56.354122194526
2015-01-15,56.713294420112
2015-01-16,57.081445951338
2015-01-20,57.04552872878
2015-01-21,57.593266372799
2015-01-22,57.539390538961
2015-01-23,57.934479987106
2015-01-26,57.979376515305
2015-01-27,57.692038734835
2015-01-28,56.910839144185
2015-01-29,57.216135535933
2015-01-30,56.399018722724
2015-02-02,56.623501363716
2015-02-03,56.354122194526
2015-02-04,55.869239689984
2015-02-05,56.075763719696
2015-02-06,53.588496057509
2015-02-09,52.764057656625
2015-02-10,53.733452259863
2015-02-11,52.800296707213
2015-02-12,52.5285038278
2015-02-13,52.392607388094
2015-02-17,52.428846438683
2015-02-18,53.561316769568
2015-02-19,52.918073621625
2015-02-20,53.198926263685
2015-02-23,53.534137481627
2015-02-24,53.706272971922
2015-02-25,52.619101454271
2015-02-26,52.012097356917
2015-02-27,52.166113321917
2015-03-02,50.870567263384
2015-03-03,51.396033496915
2015-03-04,51.260137057209
2015-03-05,51.713125189563
2015-03-06,49.837754321616
2015-03-09,49.991770286617
2015-03-10,50.064248387793
2015-03-11,49.620320018086
2015-03-12,50.707491535736
2015-03-13,50.109547201029
2015-03-16,50.879627026031
2015-03-17,50.644073197207
2015-03-18,52.138934033976
2015-03-19,51.685945901622
2015-03-20,52.274830473682
2015-03-23,52.501324539859
2015-03-24,51.867141154563
2015-03-25,50.653132959854
2015-03-26,50.127666726323
2015-03-27,50.644073197207
2015-03-30,51.260137057209
2015-03-31,50.961164889855
2015-04-01,51.06988204162
2015-04-02,51.151419905443
2015-04-06,51.731244714857
2015-04-07,51.06988204162
2015-04-08,50.716551298383
2015-04-09,50.544415808089
2015-04-10,51.088001566914
2015-04-13,50.435698656324
2015-04-14,50.825268450148
2015-04-15,51.060822278973
2015-04-16,50.598774383971
2015-04-17,50.490057232206
2015-04-20,51.305435870444
2015-04-21,50.707491535736
2015-04-22,50.861507500737
2015-04-23,51.550049461915
2015-04-24,52.43790620133
2015-04-27,52.283890236329
2015-04-28,52.619101454271
2015-04-29,52.356368337506
2015-04-30,51.522870173974
2015-05-01,51.667826376327
2015-05-04,51.966798543681
2015-05-05,50.644073197207
2015-05-06,50.272622928676
2015-05-07,50.547036809291
2015-05-08,51.040981794398
2015-05-11,50.702538008306
2015-05-12,50.263475799322
2015-05-13,49.650618132615
2015-05-14,50.40068273963
2015-05-15,50.858039207322
2015-05-18,51.114158829229
2015-05-19,51.040981794398
2015-05-20,51.150747346644
2015-05-21,51.050128923752
2015-05-22,50.903774854091
2015-05-26,50.611066714768
2015-05-27,51.278807157598
2015-05-28,51.315395675013
2015-05-29,51.489191132736
2015-06-01,51.233071510829
2015-06-02,50.464712645107
2015-06-03,49.742089426154
2015-06-04,49.659765261969
2015-06-05,48.882259266893
2015-06-08,48.900553525601
2015-06-09,48.900553525601
2015-06-10,49.293880087816
2015-06-11,49.678059520677
2015-06-12,49.330468605231
2015-06-15,49.074348983324
2015-06-16,49.147526018155
2015-06-17,49.449381286831
2015-06-18,50.153710247076
2015-06-19,49.824413590338
2015-06-22,49.6140296152
2015-06-23,48.790787973355
2015-06-24,48.443197057909
2015-06-25,48.132194659879
2015-06-26,48.39746141114
2015-06-29,48.296842988248
2015-06-30,48.452344187263
2015-07-01,48.745052326586
2015-07-02,49.604882485846
2015-07-06,49.879296366461
2015-07-07,51.297101416306
2015-07-08,51.251365769537
2015-07-09,50.784862172491
2015-07-10,50.821450689906
2015-07-13,50.620213844122
2015-07-14,50.483006903814
2015-07-15,50.931216242152
2015-07-16,51.553221038213
2015-07-17,50.967804759568
2015-07-20,50.803156431199
2015-07-21,50.208593023199
2015-07-22,50.501301162522
2015-07-23,49.934179142584
2015-07-24,49.943326271938
2015-07-27,50.986099018275
2015-07-28,51.123305958583
2015-07-29,51.169041605352
2015-07-30,51.516632520798
2015-07-31,51.745310754644
2015-08-03,52.193520092982
2015-08-04,51.580662426275
2015-08-05,51.818487789474
2015-08-06,51.946547600428
2015-08-07,52.417445916749
2015-08-10,52.362046114829
